beer_beerid,beer_style,beer_style_id,beer_name
59037,American Pale Ale (APA),14,Brewer's Alley Opera House Pale Ale (20th Anniversary)
1585,Fruit / Vegetable Beer,60,Raspberry Tart
5970,American Amber / Red Ale,2,Autumn Fest
5228,Dunkelweizen,40,Brewer's Alley Dunkel Weizen
58160,Fruit / Vegetable Beer,60,Brewer's Alley Wild Cherry Lager
67047,American Brown Ale,7,Brewer's Alley Chocolate Ale
50196,Rye Beer,90,Brewer's Alley 1634 Ale
5239,American Barleywine,4,Brewer's Alley Barleywine
5238,Altbier,0,Brewer's Alley Wedding Alt
58159,Oatmeal Stout,83,Brewer's Alley Oatmeal Vanilla Bean Stout
67032,Oatmeal Stout,83,Brewer's Alley Barrel-Aged Oatmeal Stout
5232,Hefeweizen,65,Brewer's Alley Hefe-Weizen
5231,Maibock / Helles Bock,78,Brewer's Alley Maibock
5237,American Porter,17,Brewer's Alley Smoked Porter
47040,Herbed / Spiced Beer,66,Brewer's Alley Three Kings Spiced Ale
5235,Scotch Ale / Wee Heavy,94,Brewer's Alley Scotch Ale
5225,Kölsch,73,Brewer's Alley Kölsch
60671,American Pale Wheat Ale,16,Brewer's Alley Blueberry Wheat
68836,English Bitter,43,Brewer's Alley Amber Fields Best Bitter
5226,American IPA,12,Brewer's Alley India Pale Ale
5230,American Stout,18,Brewer's Alley Trinity Stout
76459,American IPA,12,Hop Zombie IPA
25880,Pumpkin Ale,85,Imperial Pumpkin Ale
5227,English Brown Ale,44,Brewer's Alley Nut Brown Ale
31952,Hefeweizen,65,Hefeweizen
8811,American Strong Ale,19,Brewer's Alley New Moon Ale
60672,American Amber / Red Lager,3,"Brewer's Alley ""Live Free"" Lager"
5229,Oatmeal Stout,83,Brewer's Alley Oatmeal Stout
76457,American Pale Ale (APA),14,Road Runner Pale Ale
5236,Extra Special / Strong Bitter (ESB),55,Brewer's Alley Owen's Ale
25853,American Double / Imperial IPA,9,Brewer's Alley Resinator
31939,American Brown Ale,7,Anniversary Ale
71365,American Pale Ale (APA),14,3 Cordilleras Mestiza
76458,American IPA,12,Mad Cow IPA
76456,German Pilsener,61,Yellow Brick Road Pilsner
76463,Light Lager,76,Queen Bee Honey Lager
76460,American Stout,18,3x Chocolate Stout
76461,American Porter,17,Bitter Black Porter
76462,Chile Beer,34,TNT Green Chili Ale
54585,Witbier,103,Whitehead Witbier
54468,English Barleywine,42,Whitehead Super 8
54633,English Porter,49,Whitehead Porter
43093,Keller Bier / Zwickel Bier,70,Kellerbier
40224,Euro Pale Lager,53,Mohren Pfiff
46212,Schwarzbier,93,Gambrinus Dunkles Bier
32491,American IPA,12,Flagship IPA
26942,Quadrupel (Quad),86,Firkin Hammer
32525,American Pale Ale (APA),14,Golden Ale
37813,Irish Red Ale,68,St. Ted's Red
32526,American Porter,17,Cream Of Porter
32490,Rye Beer,90,Ryetous Ale
46451,Smoked Beer,97,Smoke In Your Rye
77144,Russian Imperial Stout,89,Putin Britches
57661,American IPA,12,Able Danger IPA
77141,Rye Beer,90,Wry Wit Rye Witte
46458,American Stout,18,Sin City
55113,American Double / Imperial IPA,9,Elwood
46457,American IPA,12,Fast Eddie
46452,American Pale Ale (APA),14,The Chronic
46456,American Pale Ale (APA),14,Change
63454,American Amber / Red Ale,2,Kneel Young
77142,Witbier,103,White Lightning
55114,American Blonde Ale,6,Dizzy
77143,American Blonde Ale,6,Moonlight Golden Ale
63453,American Pale Ale (APA),14,Piston Broke
57563,English Porter,49,Coffee Porter
61964,American IPA,12,IPA
61407,Oatmeal Stout,83,Chocolate Oatmeal Stout
20014,Fruit / Vegetable Beer,60,Apple Ale
61697,American Pale Ale (APA),14,Pale Ale
61102,English Porter,49,English-Style Porter
61368,Irish Dry Stout,67,Irish-Style Stout
64300,English Porter,49,Driven Snow
33661,German Pilsener,61,Steigerwald Pils
33650,Hefeweizen,65,Steigerwald Weisse
63106,Märzen / Oktoberfest,82,Octoberfest
63105,American Pale Lager,15,Golden Lager
63104,American Amber / Red Ale,2,Carson's Amber Red
51460,Keller Bier / Zwickel Bier,70,Marenghin
48994,Irish Red Ale,68,EureKa
71721,English Pale Mild Ale,48,Maris The Otter
63616,English Brown Ale,44,Sleepy Bulldog Winter Ale
64206,Scottish Ale,95,Loch Leech Monster
62662,English India Pale Ale (IPA),46,Serend
68480,English India Pale Ale (IPA),46,47º North IPA
64299,Extra Special / Strong Bitter (ESB),55,Minobii
64045,English Pale Ale,47,Blindside Pale Ale
68630,American Double / Imperial IPA,9,Brutal Bulldog Double IPA
64294,American Double / Imperial IPA,9,3 Sheets
42040,Hefeweizen,65,Wisby Weisse
49499,American Pale Ale (APA),14,Sleepy Bulldog Pale Ale
52954,American IPA,12,Sitting Bulldog IPA
46103,Euro Dark Lager,52,Wisby Julbrygd
17155,Belgian Pale Ale,24,Wisby Klosteröl
41473,Smoked Beer,97,Wisby Sjätte Tunnans Julöl
17932,German Pilsener,61,Wisby Pils
66979,Irish Dry Stout,67,Wisby Stout
22079,Altbier,0,Wisby Påsköl
58293,American Pale Ale (APA),14,Sleepy Bulldog Summer Pale Ale
61376,Märzen / Oktoberfest,82,Gotlands Red October
16759,American Adjunct Lager,1,Miss Liberty Lager
41458,Bock,31,Wisby Vinterbock
22077,Czech Pilsener,36,Wisby Hansapils
21421,Hefeweizen,65,Wisby Vinter Weiss
61106,Bock,31,Hersbrucker Bock
16762,Irish Dry Stout,67,Dry Irish Stout
16760,American Pale Wheat Ale,16,Unfiltered Wheat
43644,American Porter,17,C.W. Porter
25272,Fruit / Vegetable Beer,60,Raspberry Wheat
25271,Witbier,103,White Ale
31933,American Amber / Red Ale,2,Rocket's Red Ale
17374,English Brown Ale,44,Nut Brown Ale
42472,Oatmeal Stout,83,Oatmeal Stout
37782,American Double / Imperial IPA,9,Double IPA
42473,American Pale Ale (APA),14,Clyde's Pale Ale
72239,American Blonde Ale,6,Beuargarde Blueberry Blond
16761,American IPA,12,IPA
6193,American Amber / Red Ale,2,Rimpau Red
25841,American Amber / Red Ale,2,Amber Waves
25842,American Blonde Ale,6,Golden Ale
69349,American Double / Imperial Stout,11,Oaked Dark Star Oatmeal Stout
58939,American Pale Ale (APA),14,Solstice Pale Ale
9023,English Dark Mild Ale,45,Dark Ale
76778,American IPA,12,Publican
53877,Pumpkin Ale,85,Pumpkin Stout
71996,American IPA,12,"IPA With Black Lemon, Coriander And Pink Peppercorns"
52950,American Porter,17,Portage Bay Porter
65266,American Double / Imperial Stout,11,Dark Star Oatmeal Stout
72584,American Double / Imperial IPA,9,The Sister
51503,American Pale Ale (APA),14,UniversAle Pale
56424,American Pale Ale (APA),14,Little Woody
55401,American Strong Ale,19,Bourbon Barrel Abominable
67107,American Double / Imperial IPA,9,The Brother
57146,Smoked Beer,97,420.2407 Smoked IPA
57147,American Strong Ale,19,Totonac B-bomb (Barrel Aged Strong Ale)
55281,American IPA,12,Interurban IPA
39887,American Brown Ale,7,Tallgrass Ale
74223,American IPA,12,Cowiche Canyon Organic Fresh Hop IPA
62858,Saison / Farmhouse Ale,92,Harvest Ale
55271,Winter Warmer,102,Abominable Ale
46793,Vienna Lager,99,Vienna Lager
71718,American IPA,12,Homefront IPA
46146,American IPA,12,Tallgrass IPA
62375,Saison / Farmhouse Ale,92,Mystere De La Saison
63172,American IPA,12,Kung Pow! Enter The Hop
47691,American Double / Imperial Stout,11,Dead Bear Imperial Stout
48339,Irish Dry Stout,67,Ramsey's Draft Stout
60439,Saison / Farmhouse Ale,92,Inspirado
59985,American Amber / Red Ale,2,Reilly's Red Ale
71222,Foreign / Export Stout,59,Ramsey's Export Stout
73117,American Brown Ale,7,Olewine's Brown
50947,Herbed / Spiced Beer,66,Summer Haze
49764,American Pale Wheat Ale,16,Apple Blossom Wheat
52823,Baltic Porter,21,Danzig Baltic Porter
49399,American Pale Ale (APA),14,Four Point Pale Ale
61988,Czech Pilsener,36,Trukker Ur-Pils
52384,Dortmunder / Export Lager,38,Tommy Two Fists
46794,Scottish Ale,95,Ale Of Fergus Version 6.5
66047,Schwarzbier,93,Morana Dark Lager
50576,Belgian Strong Pale Ale,26,Azrael
48030,Bock,31,Alpen Bock
46795,Saison / Farmhouse Ale,92,Five Apostles Saison
51394,Irish Red Ale,68,Paula & Andy's Victory Red
49225,Witbier,103,Belgian Witbier
59314,American Double / Imperial IPA,9,Ten Point IPA
50573,American Brown Ale,7,NBA (Nelson Brown Ale)
46157,American IPA,12,Eight Point IPA
61867,American Brown Ale,7,Blue Ridge Hop Revival Ale
46156,Hefeweizen,65,Wintergreen Weiss
53012,Dubbel,39,Dark Abbey
47405,Scottish Ale,95,Ale Of Fergus Winter Warmer
56354,American Barleywine,4,Tectonic Barleywine
77007,Baltic Porter,21,Baltic Coffee
51730,American Double / Imperial IPA,9,IPA Plus
48567,American Double / Imperial IPA,9,Twelve Point IPA
71220,Euro Dark Lager,52,Barclay's London Dark Lager
46159,Oatmeal Stout,83,Black Rock Oatmeal Stout
49400,Maibock / Helles Bock,78,Maibock
49763,American Porter,17,Tye Porter
53310,Rye Beer,90,Reilly's Rye Ale
54405,Weizenbock,100,Advantageous Weizenbock
47690,Tripel,98,Three Ridges Belgian Style Triple
46158,American Pale Ale (APA),14,Spike
69190,American Pale Ale (APA),14,Jack Brown's Pale Ale
51397,Schwarzbier,93,Schwartz Bier
49226,Czech Pilsener,36,Trukker Pils
49227,Belgian Pale Ale,24,Belgian Congo Pale Ale
70839,Scottish Ale,95,Scottish Chocolate
46792,Munich Helles Lager,81,Gold Leaf Lager
46160,Scottish Ale,95,Ale Of Fergus
5069,Belgian Strong Pale Ale,26,Quintine Blonde
1695,Belgian Strong Dark Ale,25,Quintine Ambrée / Quintine Biere De Noël
57471,German Pilsener,61,Two Women Lager
14074,Belgian Strong Pale Ale,26,Nounette [Brasserie Des Rocs Blonde]
9073,Witbier,103,Blanche De Saisis
26277,Belgian Strong Dark Ale,25,Abbaye Des Rocs Grand Cru Belgian Special Brown
8976,Belgian Strong Dark Ale,25,Abbaye Des Rocs Spéciale Noël
6139,Belgian Strong Dark Ale,25,La Montagnarde [Brasserie Des Rocs Ambree]
41468,Herbed / Spiced Beer,66,La Vie De Château
65842,American IPA,12,Stowaway I.P.A
41450,American Stout,18,Sundby Stout
27842,American Amber / Red Ale,2,Hoppus Maximus
12397,Belgian Pale Ale,24,Montagnarde Altitude 6
8455,English Brown Ale,44,Motor City Brewing Nut Brown Ale
5749,American Pale Ale (APA),14,Untouchable Pale Ale
75611,Euro Dark Lager,52,Black Pilsner
30982,Doppelbock,37,Niksicko Tamno (Dark)
3881,Rye Beer,90,Barley's Angelo's Crooked Sky Rye
9473,Dunkelweizen,40,Barley's Dunkel Weizen
6663,English Brown Ale,44,Native Ale
25328,Fruit / Vegetable Beer,60,Abbaye Des Rocs Nuits Blanches
3745,American Adjunct Lager,1,Zhigulevskoye Lubitelskoye
75225,American IPA,12,El Cajones
75228,Belgian Pale Ale,24,Belgian Ale
75226,American Pale Ale (APA),14,Shady Lane
75224,Irish Dry Stout,67,McFadden's Stout
16848,American Adjunct Lager,1,Nik Gold
5293,American Adjunct Lager,1,Niksicko Pivo
4790,American Porter,17,Barley's Ivan Porter
37275,German Pilsener,61,Powderhorn Pilsener
47118,American Porter,17,Alligator Ale
77186,Doppelbock,37,New Year's Resolution Doppelbock
77298,Vienna Lager,99,Vienna Lager
73394,American Black Ale,5,Lowcountry Dark Ale
75169,American IPA,12,Category 3 IPA
77297,American Blonde Ale,6,Shiftee Blond Ale
76469,American Stout,18,Oyster Stout
71452,American Porter,17,Pluff Mud Porter
72891,German Pilsener,61,Holy City Pilsner
76278,American Brown Ale,7,Pecan Dream
68156,American Stout,18,Trailblazer Stout
60897,Fruit / Vegetable Beer,60,Hasseröder Premium Radler
71778,Euro Pale Lager,53,Hasseröder Vier
60815,Dortmunder / Export Lager,38,Hasseröder Premium Export
6714,German Pilsener,61,Hasseröder Premium Pils
23120,American Double / Imperial IPA,9,Barley's Four Seas Imperial IPA
9616,American IPA,12,Barley's XXAmarillo IPA
69097,Belgian Strong Dark Ale,25,Barley's Abbey Normal
8249,Scotch Ale / Wee Heavy,94,Barley's Robert Burns Scottish Export Ale (8%)
4393,English Brown Ale,44,Barley's Old Oscars Brown Sugar
44840,American Double / Imperial Pilsner,10,Barley's Lame Duck Imperial Pilsner
5956,Hefeweizen,65,Barley's Hefe Weiss
7278,Belgian Strong Dark Ale,25,Barley's St. Nick's Winter Warmer
5080,Scottish Ale,95,Barley's Mac Lenny's Scottish Ale
36473,American Pale Ale (APA),14,Barley's Rising Sun JPA
5085,Hefeweizen,65,Barley's Bavarian Wheat
31640,American Strong Ale,19,Barley's Heavy Horses Strong Olde Ale
48870,Baltic Porter,21,Twisted Ivan Double Porter
50728,Schwarzbier,93,Barley's Black Bike
39638,American Strong Ale,19,Barley's Mother Earth Fifteenth Anniversary Ale
4040,Scotch Ale / Wee Heavy,94,Barley's Glenlenny's Scotch Ale
4898,Scottish Ale,95,Barley's Robert Burns Scottish Export Ale
8785,American Double / Imperial IPA,9,Barley's Kiss My Bitter Ass
10541,American Pale Ale (APA),14,Barley's Matt Paulson's American Pale Ale
17613,Russian Imperial Stout,89,Barley's Anastasia Russian Imperial Stout
6565,American Barleywine,4,Barley's Barleywine!
39969,American Double / Imperial IPA,9,Barley's Hop Envy IPA
4039,Extra Special / Strong Bitter (ESB),55,Barley's J. Scott Francis ESB
41029,American IPA,12,Barley's Droughtfire IPA
71597,Belgian Strong Dark Ale,25,Barley's Infinity Belgian Grand Cru
20006,American IPA,12,Barley's Rye IPA
5081,American IPA,12,Barley's Centennial India Pale Ale
43689,American Double / Imperial IPA,9,E=IPA Squared
4644,American Pale Ale (APA),14,Barley's Full Moon Ale
3883,American Stout,18,Barley's Bambino Sigorino Stout
57421,American IPA,12,Barley's Blurry Bike IPA
4645,Oatmeal Stout,83,Barley's Mindola's Granola Oatmeal Stout
70124,Witbier,103,Barley's Wit's End
75664,Belgian Strong Dark Ale,25,Barley's Behjun Noel
33057,American Porter,17,Barley's Ivanilla Porter
24837,American Porter,17,Barley's Jay's Ain't Just Blowin' Smoke Porter
5420,Irish Red Ale,68,Barley's Irish Rogue
37344,American Barleywine,4,Barley's Meister Eckhart Spark Of The Divine Barleywine
22207,American Porter,17,Barley's Vanilla Porter
4642,Weizenbock,100,Barley's Devil's Moon Weizenbock
4392,Russian Imperial Stout,89,Barley's Alexander's Russian Imperial Stout
43281,Scottish Ale,95,Barley's The Highland Hammer Peated Bitter
55418,Maibock / Helles Bock,78,Cabin Fever
43285,Winter Warmer,102,Barley's Jack D. Frost
4391,American Pale Ale (APA),14,Barley's Pale Ale
5086,English Brown Ale,44,Barley's Brown Ox Ale
13505,Weizenbock,100,Barley's Weizen Bock
43107,Wheatwine,101,Barely's Frambwha!?
43280,American Stout,18,Barley's Draggin Ass Stout
3880,English Brown Ale,44,Barley's Brown Lion Ale
43286,American Pale Ale (APA),14,Barley's Left Coast Pale
36561,American Double / Imperial IPA,9,Barley's Double Dog Dare IPA
3861,American Pale Wheat Ale,16,Barley's Bee's Wing Honey Wheat
33671,Russian Imperial Stout,89,Barley's St. Joan's Revenge
3860,Fruit / Vegetable Beer,60,Barley's Rasberry Wheat Ale
3858,Winter Warmer,102,Barley's Christmas Ale
3859,Oatmeal Stout,83,Barley's Ol' Ron's Surly Oatmeal Stout
36563,American Pale Wheat Ale,16,Barley's Hoptopus Pale Wheat
6392,Old Ale,84,Barley's Auld Curiosity Ale
34676,Munich Dunkel Lager,80,Joh. Albrecht Kupfer
7276,Fruit / Vegetable Beer,60,Barley's Cherry Porter
38115,American Porter,17,Barleys Pint O Joe
12080,English Brown Ale,44,Barley's Pipe Buster Brown
39970,American Double / Imperial Pilsner,10,Barleys Smirking Emperor Imperial Pilsner
43287,American Porter,17,Barley's Pint O Joe
60809,Hefeweizen,65,Barley's Blood Thirst Wheat
34675,Dortmunder / Export Lager,38,Joh. Albrecht  Messing
62428,Märzen / Oktoberfest,82,Oktoberfest
31044,Dubbel,39,Belgian Dubbel
75980,Belgian Strong Dark Ale,25,Van Damme
37414,American Blonde Ale,6,Strawberry Blonde
65847,Winter Warmer,102,Old Miser
62712,American Double / Imperial IPA,9,Hop E Soul
68524,Baltic Porter,21,Hammer Of The Gods
65846,American Black Ale,5,North West Alpha
65081,American Strong Ale,19,Hop Zen
35885,Kölsch,73,Bombshell Blonde
69066,American Stout,18,Tennessee Tuxedo
1128,Russian Imperial Stout,89,Old Heathen Imperial Stout
65887,American Pale Ale (APA),14,Nelson Ha Ha
26879,Extra Special / Strong Bitter (ESB),55,Flagship E.S.B.
57755,American Double / Imperial IPA,9,Hop Madness
71305,Czech Pilsener,36,Mic Czech
68767,Wheatwine,101,97 Pound Weakling
41960,Tripel,98,Belgian Tripel
69064,Witbier,103,Witty Twitty
37419,American Pale Wheat Ale,16,Beat The Heat Wheat
75663,Fruit / Vegetable Beer,60,Jalapeno Pepper Ale
28677,American Double / Imperial Stout,11,Franklin's Imperial Stout
37577,American Double / Imperial IPA,9,Batch 300
26877,American IPA,12,Private IPA
74431,American Double / Imperial IPA,9,Bitter Markie
57753,Belgian Pale Ale,24,Golden Opportunity
54257,American Stout,18,Pepper Stout
62833,Saison / Farmhouse Ale,92,Saison
27696,American Strong Ale,19,Anarchy Ale
63707,English Dark Mild Ale,45,Stonehenge
35236,English Pale Mild Ale,48,Mission Accomplished
74432,Milk / Sweet Stout,79,Vanilla Bean Stout
34567,American Stout,18,Coffee Stout
60461,American Double / Imperial IPA,9,Sir Hop-a-lot
36373,Tripel,98,Mr Whipple's Tripple
62834,Pumpkin Ale,85,Pumpkin Pie Stout
27695,English Pale Ale,47,Twisted Turtle Pale Ale
32079,American Pale Ale (APA),14,Sierra Madre
7029,Scotch Ale / Wee Heavy,94,Scotch Ale
69067,American Double / Imperial IPA,9,Brewmaster Flash And The Furious Five Hops
72132,American Pale Ale (APA),14,Sorachi Samurai
61755,American Double / Imperial IPA,9,Malty Mark And The Hoppy Bunch
50602,English Dark Mild Ale,45,Solar Eclipse
71306,English Bitter,43,Cruel Summer
8122,Oatmeal Stout,83,Oatmeal Stout
36248,American Porter,17,Nolls Porter
60491,Bière de Garde,29,Guardian Angel
36249,Dubbel,39,Dubbel Vision
69065,Belgian Dark Ale,22,Dank U
67078,Belgian Strong Dark Ale,25,Batch 500
67077,Irish Dry Stout,67,Dry Stout
62832,Fruit / Vegetable Beer,60,A Currant Affair
31047,Oatmeal Stout,83,Oatmeal Stout
8622,American Barleywine,4,Franklinstein Barleywine
61751,Dunkelweizen,40,Dunkelweizen
76267,Bock,31,Rauchroggen Bock
68769,American Double / Imperial IPA,9,Belgeastie Boys
68525,American Brown Ale,7,The Hatchet Job
34942,American Double / Imperial IPA,9,Double Barrel IPA
46882,American Double / Imperial IPA,9,Wrecked Sleigh Double IPA
40843,English Bitter,43,B.B. King Bitter
64198,Hefeweizen,65,Miami Weiss
74430,Saison / Farmhouse Ale,92,Ludicrous
54258,American Amber / Red Ale,2,Rubber Chicken Red
33024,American Porter,17,Maple Porter
33648,American Amber / Red Lager,3,Smokey The Beer
62633,Tripel,98,Tripel Bliss
74489,American IPA,12,Magnum IPA
8833,English Brown Ale,44,Brown Ale
5451,American IPA,12,India Pale Ale
8339,Tripel,98,Belgian Tripel MCB
38734,Altbier,0,Ctrl-Alt-Del
8831,American Amber / Red Ale,2,Amber Ale
18964,American Pale Wheat Ale,16,Summer Wheat
21612,Cream Ale,35,Swimmin' Cow Rye Cream Ale
34994,Scottish Ale,95,Dacker Authentic Adirondack Ale
8834,American Blonde Ale,6,Golden Ale
69409,American Black Ale,5,Black IPA
47150,Tripel,98,Tripel
44310,Bière de Garde,29,Thoroughbrew Farmhouse Ale
34540,American IPA,12,Firebird Pale Ale
11876,American Blonde Ale,6,American Bright Ale
68164,Extra Special / Strong Bitter (ESB),55,ESB
70108,Rye Beer,90,Ryely
52134,American Double / Imperial IPA,9,Double Hop IPA
8832,Irish Red Ale,68,Irish Red
14018,American Blonde Ale,6,Sagamore Ale
55354,American Stout,18,Coffee Stout
8830,American Pale Ale (APA),14,Zydeco Zipper
48954,Euro Pale Lager,53,Danish Continental Lager
6878,American Porter,17,Smoked Porter
74490,American Strong Ale,19,Anniversary Ale
52184,Keller Bier / Zwickel Bier,70,Höhn Görchla
39451,Hefeweizen,65,Hefe-Weissbier
39427,Euro Pale Lager,53,Lager
39452,Munich Dunkel Lager,80,Dunkel
38596,German Pilsener,61,Premium Pils
38595,German Pilsener,61,Kräusenbier
38594,German Pilsener,61,Edel Pils
38597,German Pilsener,61,Karl May Jubilaums Pils
70484,Schwarzbier,93,Stackmann's Dunkel
57765,German Pilsener,61,1429 Das Original
58485,German Pilsener,61,Lüttjes Pilsener
24509,Russian Imperial Stout,89,Russian Imperial Stout
59512,American IPA,12,Ipa
41662,American Blonde Ale,6,Golden Ale
64699,Maibock / Helles Bock,78,May Bock
41663,Black & Tan,30,Dark Wheat
18530,American Stout,18,Seven Malt Stout
73922,American Stout,18,Dark Side Ale
15664,Dortmunder / Export Lager,38,Kesselring Urtyp Export
33411,Munich Dunkel Lager,80,Kesselring Urfränkisches Landbier
33587,Bock,31,Kesselring Bockbier
28639,American Stout,18,Altitude 7200' Stout
74157,Munich Helles Lager,81,Steinie^2 Das Geniale Bier
33437,Hefeweizen,65,Kesselring Schlemmer Weißbier
50783,English Pale Ale,47,Golden
50782,Fruit / Vegetable Beer,60,Hyuganatsu
50820,Irish Dry Stout,67,Stout
47365,Extra Special / Strong Bitter (ESB),55,Dix Special Bitter
68602,English Porter,49,Overdue Porter
35610,American Pale Wheat Ale,16,Lazy Summer Amercian Wheat
69463,Irish Dry Stout,67,Worthy's Leprechaun Stout
35614,Extra Special / Strong Bitter (ESB),55,Golden Thistle Very Bitter Ale
35611,American Amber / Red Ale,2,Tail Waggin' Amber Ale
35615,Oatmeal Stout,83,Old Magnolia Oatmeal Stout
47362,American Double / Imperial IPA,9,Double Secret Probation IPA
68597,American Pale Ale (APA),14,Lou Paine's Pale Ale
68600,English Brown Ale,44,James Brown Ale
67736,American Double / Imperial Stout,11,Old Woody
51271,Hefeweizen,65,Chai Spiced Hefeweizen
34538,Rye Beer,90,Bee Sting Honey Rye
55716,Winter Warmer,102,Winter Warmer
66223,English Barleywine,42,Sofa Kingdom Barley Wine
65558,American Porter,17,Honey Oat Brown Porter
64700,American Brown Ale,7,State Grounds Java Brown
61663,American IPA,12,Hopnoxxxious IPA
66124,American IPA,12,Harvest Ale #3
67575,Herbed / Spiced Beer,66,Mint Java Creme Brulee Ale
34550,American Stout,18,State Street Stout
34539,American Brown Ale,7,Winona's Big Brown Ale
64985,Fruit / Vegetable Beer,60,Cinnamon Spiced Cranberry-Cherry Ale
74735,American Wild Ale,20,Raspberry-Blackberry Lambic
68833,American Wild Ale,20,Strawberry/Raspberry Lambic
72990,Lambic - Unblended,75,Walldorff Lambic
51292,Saison / Farmhouse Ale,92,Blonde Belgian Saison
59934,American Black Ale,5,Cobain's Double Dark IPA
34617,Munich Helles Lager,81,Greif-Bräu Hell
44901,Märzen / Oktoberfest,82,Anna Festbier
33623,Hefeweizen,65,Greif-Bräu Weisse
34616,German Pilsener,61,Greif-Bräu Edel-Pils
36698,Doppelbock,37,Navigator Dopplebock
68828,Irish Red Ale,68,Shillelagh Irish Red
56412,American Pale Wheat Ale,16,Tumblewheat
31411,Belgian Pale Ale,24,Farmhouse Ale
51416,Lambic - Fruit,74,Belgian Style Sour
47798,Winter Warmer,102,Cayenne Cocoa Bock
58585,Chile Beer,34,Mexican Chili Ale
52210,Wheatwine,101,Old Venerable Double Wheat
15675,English Stout,50,Minoh Stout
60734,American Stout,18,Osaka Bakushu [Stout]
28722,Schwarzbier,93,Minoh Dark Lager
15676,Herbed / Spiced Beer,66,Minoh Ukon (Tumeric)
42557,American Double / Imperial IPA,9,Minoh W-IPA
50349,American Double / Imperial Stout,11,Minoh Imperial Stout
23933,American IPA,12,Minoh IPA
15678,Hefeweizen,65,Minoh Beer Weizen
21020,American Amber / Red Ale,2,Minoh Red Ale
22295,Fruit / Vegetable Beer,60,Minoh Cabernet Ale
15677,English Pale Ale,47,Minoh Beer Pale Ale
21488,Herbed / Spiced Beer,66,Minoh Ganja High
27431,Dortmunder / Export Lager,38,Bedele Gold Label Special Beer
1327,Czech Pilsener,36,Bedele Beer
10425,American IPA,12,Hop Daddy IPA
43188,Witbier,103,Katrina Wit
11185,English Pale Ale,47,Pale Ale
20631,Tripel,98,Bishops Tippel Trippel
52229,Lambic - Unblended,75,Bob's Old Woody
47624,American Blonde Ale,6,Corona Beach Blonde
67536,Milk / Sweet Stout,79,Coffee Pearl Stout
6235,Milk / Sweet Stout,79,Black Pearl Stout
6194,Hefeweizen,65,Main Street Hefeweizen
25709,American Pale Lager,15,Two Rivers Lager
47627,American Strong Ale,19,El Diablo Rojo
20983,American Barleywine,4,Mr. Boneworthy's Barleywine
17170,Scottish Ale,95,Main Street Scotch Ale
6195,Weizenbock,100,Main Street Weizen Bock
47626,Märzen / Oktoberfest,82,Marzen
10494,English Brown Ale,44,Sweet Georgia Brown
6191,American Pale Ale (APA),14,Precision Pale Ale
21922,Scottish Ale,95,Scottish Ale
6192,Cream Ale,35,Main Street Cream Ale
37928,American Pale Lager,15,NuBru Blend
65413,American Malt Liquor,13,Ridin' Dirty
52413,Light Lager,76,Frio!
11850,American Pale Lager,15,Frontier Pilsner
59695,Light Lager,76,Premium Light
74331,Eisbock,41,Munich Eisbock
24715,American Amber / Red Lager,3,Fort Gibraltar Premium Lager
59692,American Amber / Red Lager,3,Rouge
27756,American Amber / Red Lager,3,Two Rivers Red
69263,Milk / Sweet Stout,79,Summanus
74274,American Double / Imperial IPA,9,Danny Noonan
68732,American Pale Wheat Ale,16,Watermelon Halcyon
51350,Kölsch,73,Tallgrass Köld
54413,Milk / Sweet Stout,79,Tallgrass Buffalo Sweat
75481,American Brown Ale,7,Cocoa Rose
67640,Fruit / Vegetable Beer,60,Tallgrass Psych Oasis
44189,Witbier,103,Tallgrass Wheat
76141,Milk / Sweet Stout,79,Buffalo Whiskers
74275,Märzen / Oktoberfest,82,Honey Run
74900,Tripel,98,Velvet Rooster
67642,Milk / Sweet Stout,79,Tallgrass Buffalo Sex
54063,American Double / Imperial IPA,9,Tallgrass Oasis
23459,Fruit / Vegetable Beer,60,Unplugged Enigma
67634,American Pale Wheat Ale,16,Halcyon Unfiltered Wheat
15102,Belgian Strong Dark Ale,25,Noël Baladin
8052,Saison / Farmhouse Ale,92,Wayan
24042,Altbier,0,Uerige Doppelsticke
69903,American IPA,12,Lil' Kim
37668,Märzen / Oktoberfest,82,Anna-Fest-Bier
40857,Hefeweizen,65,Wolfshöher Hefe-Weissbier
33527,Märzen / Oktoberfest,82,Weihnachts Festbier
34523,Vienna Lager,99,Vollmond Bier
68684,Munich Dunkel Lager,80,Altes Wolfshöher
62925,Schwarzbier,93,Sternburg Schwarzbier
61574,Dortmunder / Export Lager,38,Sternburg Export
69682,German Pilsener,61,Sternburg Pilsener
60914,Fruit / Vegetable Beer,60,Sternburg Radler
55237,Maibock / Helles Bock,78,Reudnitzer Heller Ur-Bock
52501,Hefeweizen,65,Sternburg Hefe-Weizen
61575,Dortmunder / Export Lager,38,Sternburg Urtyp
50220,English Barleywine,42,Xfume
75692,English Barleywine,42,Terre - Riserva Teo Musso 2010
69138,Fruit / Vegetable Beer,60,Mama Kriek
10107,Witbier,103,Isaac
55290,Belgian Strong Pale Ale,26,Al-Iksir
32377,Belgian Pale Ale,24,Lurisia Sei
58955,English Barleywine,42,Xyauyù Etichetta Oro (Gold)
60300,Belgian Strong Pale Ale,26,Super Baladin Sour Edition 2004
