beer_beerid,beer_name,beer_style,distance
25809,Southport Southtoberfest,Scotch Ale / Wee Heavy,1.1658036851656055
11996,India Pale Ale,English India Pale Ale (IPA),1.1658350083407356
8711,Great Sex Honey Ale,American Pale Wheat Ale,1.1658481167502115
44064,Johnny Re-Blaze Beer,Herbed / Spiced Beer,1.1659818586166246
73319,Hopfenhammer German IPA,Rye Beer,1.1660163594383979
50598,Saphir Weiss,Hefeweizen,1.1660290165456288
4872,Gilde Lindener Spezial Premium Beer,German Pilsener,1.1661822257356078
9717,Marietta Brewing McLaren's Scotch Ale,Scotch Ale / Wee Heavy,1.1662985571583206
75931,Ruddy Bloke,American Amber / Red Ale,1.1663496659378476
25249,Market Street Strawberry Fields Forever,Fruit / Vegetable Beer,1.1663534393161406
42267,India Pale Ale,English India Pale Ale (IPA),1.166384271856252
54700,Cherry Stout,American Stout,1.166439865878244
52858,Sunshine White,Witbier,1.1665153320538098
48914,Ørsted Gold,American Amber / Red Ale,1.1665651077092525
64929,Snow Blind Imperial Stout,Russian Imperial Stout,1.166570968625783
23179,Southport Black RoxBeery Ale,Fruit / Vegetable Beer,1.16684162561597
44319,Frozen Lake,Winter Warmer,1.1668664097832668
2084,Pocono Lager,American Amber / Red Lager,1.1668703488840841
24867,Table Ale,English Bitter,1.1669414292230815
67707,Strawberry Cream Ale,Cream Ale,1.1670735114907087
640,Maccabee Premium Beer,Czech Pilsener,1.1670907557284185
15221,Frankenheim LN,Altbier,1.1671151779453082
35835,Hackenberg Premium Export,Euro Pale Lager,1.1671270177506452
52154,Autor,Bock,1.1671270177506452
65148,Inaugurale,American Brown Ale,1.1672191805026353
33355,Hop Harvest Ale,American Pale Ale (APA),1.16724973984288
41700,Red Ale,American Amber / Red Ale,1.1675493495897444
66479,Noble Hop,Saison / Farmhouse Ale,1.167750951943191
69811,Schlafly Framboise,Lambic - Fruit,1.167750951943191
19970,Itaipava Pilsen,American Adjunct Lager,1.1678489287321696
1903,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer,1.167962172154601
5383,Lumberjack Amber Ale,American Amber / Red Ale,1.1679892029197618
21600,Mohren Spezial,Euro Pale Lager,1.168040040532709
24897,Halfmoon Hefe Weizen,Hefeweizen,1.1681654039395217
1831,Mac Queen's Nessie,Scottish Ale,1.1682989256204217
38088,Double O Stout,Oatmeal Stout,1.1685394310378234
34989,Berliner Kindl Export,Dortmunder / Export Lager,1.1685935391955151
36255,1849.0,Extra Special / Strong Bitter (ESB),1.1686161292243102
46148,Maiden's Blueberry Ale,Fruit / Vegetable Beer,1.1686837148599034
43441,Tropical Mango Ale,Fruit / Vegetable Beer,1.1690474924318526
45065,Suntory Rich Malt,American Pale Lager,1.1690576774104606
6897,Michelob All Malt,American Pale Lager,1.1691286418692688
750,Carib Lager,American Adjunct Lager,1.1691616349462963
39349,Metolius Dolly Varden India Pale Ale,American IPA,1.1692196102076358
62381,Schlafly Pi Common,California Common / Steam Beer,1.1692604563935782
57193,Yebisu Silk Yebisu,Witbier,1.1692621682870616
54018,Hazelnut Vanilla Porter,American Porter,1.169362630628415
27846,Te Deum Blonde,Belgian Pale Ale,1.169434072146729
45678,Celebration,American Double / Imperial IPA,1.1694758756096177
13881,Pumpkin Ale,Pumpkin Ale,1.1694907211218188
53548,Rickard's Dark,English Porter,1.1695743530986842
62341,Damien Batch 666,Belgian Strong Pale Ale,1.1696446394843183
5335,Mexican Logger,American Pale Lager,1.1698651901212898
8713,Aspen Meadow Pale Ale,American Pale Ale (APA),1.1698954910661021
34448,Yanjing Ale,American Adjunct Lager,1.1699911506667469
9678,Mousel Premium Pils,German Pilsener,1.1700574181768708
74318,Raspberry Wheat,American Pale Wheat Ale,1.1700649301718302
75880,22nd Anniversary Rorschach Three,Scotch Ale / Wee Heavy,1.1700649301718302
69416,Belgian Dubbel,Dubbel,1.1700649301718302
70236,Spotsylvania Scotch 70,Scottish Ale,1.1700649301718302
58058,Hefeweissbier Dunkel,Dunkelweizen,1.1700649301718302
74394,True Scot Ale,Scottish Ale,1.1700649301718302
73274,N.H.J.P.,American Stout,1.1700649301718302
70235,Iwo Jima Red Ale,American Amber / Red Ale,1.1700649301718302
75020,Deuces Wild,Extra Special / Strong Bitter (ESB),1.1700649301718302
76443,Doppelsticke Altbier,Altbier,1.1700649301718302
58265,Corgo&#328; Svetlé Pivo 10%,Czech Pilsener,1.1700649301718302
75637,Scared Out Of Your Wits!,Witbier,1.1700649301718302
69552,Three Daughters Double Header American Bock Ale,Bock,1.1700649301718302
70989,Irish Red,American Amber / Red Ale,1.1700649301718302
14566,Keesmann Bock,Bock,1.1700732610323654
61788,Sonne Sonnen-Bock,Bock,1.1700732610323654
20020,Elmwood Amber Ale,American Amber / Red Ale,1.170174567840381
22288,Somergras Citrus Ale,Fruit / Vegetable Beer,1.1701845656971364
15737,L'Ampounette De Redu (Bière à La Framboise),Lambic - Fruit,1.1702613227401018
45688,Thunder Canyon Orange U Glad,Fruit / Vegetable Beer,1.1703408302135405
71018,Russian Imperial Stout,Russian Imperial Stout,1.170401570054339
23833,Red Wheat,American Pale Wheat Ale,1.1704467679208543
44306,Amber Cereza Style,American Amber / Red Ale,1.170592392139642
61254,Raspberry Redemption,Fruit / Vegetable Beer,1.1706069088172344
33618,Christ-Kindlesmarkt Bier,Märzen / Oktoberfest,1.170647973693847
43096,Robust Porter,American Porter,1.1706815861385764
42915,Vienna Lager,Vienna Lager,1.1706815861385764
41663,Dark Wheat,Black & Tan,1.1706815861385764
41662,Golden Ale,American Blonde Ale,1.1706815861385764
49694,Saison,Saison / Farmhouse Ale,1.1706940161382808
59625,Old Mill Pilsner,Czech Pilsener,1.170714160000607
56797,Blanche,Witbier,1.1707836657003716
8431,Stone Cat Octoberfest,Märzen / Oktoberfest,1.1709127434689306
47820,Tripel Wit,Tripel,1.1709817536700489
23893,Pearl St Porter,American Porter,1.1709850410760279
23431,Thousand Steps Stout,Oatmeal Stout,1.1709850410760279
23430,Red Ale,American Amber / Red Ale,1.1709850410760279
39855,Friggin Huge Wee Heavy,Scotch Ale / Wee Heavy,1.1709850410760279
23304,Lucky 13 Cream Ale,Cream Ale,1.1709850410760279
23892,Illusion Dweller IPA,American IPA,1.1709850410760279
7002,Marathon,American Adjunct Lager,1.171061270937868
32511,Columbus Ohio Honey Wheat,American Pale Wheat Ale,1.17113303908731
9777,Terrapin Golden Ale,Cream Ale,1.1711431875228466
70958,Adler Bock,Bock,1.1711926348739983
43466,Zeos Pilsner,Euro Pale Lager,1.1711945925944385
49778,Virginia Creeper Pale Ale,American Pale Ale (APA),1.1712267989203262
20005,XPA,American Double / Imperial IPA,1.1712321102129348
26540,Smoked Porter,American Porter,1.1712355162856514
37309,Uncle Red's Jalapeno,American Pale Lager,1.171245841072458
67715,Black Forest Lazy Eye Barley Wine,American Barleywine,1.1713024635847022
52597,Harvard 1636 Ale,American Brown Ale,1.1713300163800342
42099,Hefeweizen,Hefeweizen,1.171349023454247
36343,Rapscallion Biere De Mars,Bière de Garde,1.1714009840783621
34990,Milly's Dubbel Secret Probation,Dubbel,1.1714009840783621
32234,Light House Ale,American Blonde Ale,1.1714797330072924
57481,Wild Night Honey Cream Ale,Cream Ale,1.1715100284944755
9875,Berkshire Blonde,American Pale Lager,1.1715100796412603
38749,Eastern Sierra Lager,Light Lager,1.1715200742297565
38415,Northern Reserve Special Light,American Adjunct Lager,1.1716824714351355
59068,Oat Homewrecker,American Double / Imperial IPA,1.1716842188705296
71024,L’Insoumise,English Pale Ale,1.1717025947111952
37227,IPA,American IPA,1.1717044996567567
40021,Bucegi,Euro Pale Lager,1.1717304445329186
38881,Redd's Premium Cold,Fruit / Vegetable Beer,1.1717304445329186
46902,Ripplin' Red Raspberry Ale,Fruit / Vegetable Beer,1.1717304445329186
62212,Shanshui Beer,American Adjunct Lager,1.1718054301496443
71775,Choca Ras,American Stout,1.1718267352836915
75279,KBC Pale Ale,American Pale Ale (APA),1.1718267352836915
8452,Zolotaya Pena,Euro Pale Lager,1.1718627578503715
58294,Augusta Witbier,Witbier,1.1720844482827786
76635,Gunther's Altbier,Altbier,1.1721556362626482
71800,Dunkelweizen,Dunkelweizen,1.1721556362626482
59923,Sunset Summer Ale,Fruit / Vegetable Beer,1.1721556362626482
61699,Albino Rhino Honey Lager,American Amber / Red Lager,1.1721556362626482
59922,Honey Ridge Ale,American Blonde Ale,1.1721556362626482
60397,Blue Bull Belgian Pale Ale,Belgian Pale Ale,1.1721556362626482
71715,Raspberry Farmer's Tan,Witbier,1.1721556362626482
74355,Obolon Beer Mix Grapefruit,Fruit / Vegetable Beer,1.1721556362626482
67748,Original Joe's Red Ale,American Amber / Red Ale,1.1721556362626482
52188,La Belle Province,American Amber / Red Ale,1.1721556362626482
73115,Razz-a-ma-Tazz Raspberry Wheat Ale,American Pale Wheat Ale,1.1721556362626482
59940,Nite Mare Brown Ale,English Brown Ale,1.1721556362626482
51676,Saison Grand Jardin,Saison / Farmhouse Ale,1.1721556362626482
73118,Wenceslas,Czech Pilsener,1.1721556362626482
59943,Barley Mill Pale Ale,American Pale Ale (APA),1.1721556362626482
59938,Classic Draft Lager,American Pale Lager,1.1721556362626482
57954,Double Chocolate Brown Ale,English Brown Ale,1.1721556362626482
59941,Red Clover Honey Amber Ale,American Amber / Red Ale,1.1721556362626482
70361,Cinnamon And Cardamon Ale,Herbed / Spiced Beer,1.1721556362626482
68183,Obolon Beer Mix Lemon,Fruit / Vegetable Beer,1.1721556362626482
9522,Blonde,American Blonde Ale,1.172226008289704
6508,Victoria,Vienna Lager,1.1722443369153115
27398,Sleeman Original Dark (50*),American Amber / Red Ale,1.1722910787376024
698,St. Pauli Girl Special Dark,Munich Dunkel Lager,1.172310666632327
24452,Sticke Alt,Altbier,1.1723378217054867
22708,Vestfyen Ale No 16,English Pale Ale,1.1723429250066404
5474,Kuhnhenn Loonie Kuhnie Pale Ale (DUPLICATE),American Pale Ale (APA),1.172349121562841
3529,Saranac Mountain Ale,Fruit / Vegetable Beer,1.172413224038528
67012,Liq Natural 10P,American Adjunct Lager,1.172616682022403
70300,Fire Dog Smoked Wheat,American Pale Wheat Ale,1.172616682022403
50150,Rock Bottom IPA,English India Pale Ale (IPA),1.1727052881770776
54649,Carling Light,Light Lager,1.1727242653042018
4034,Local Color Corporate Jim Pale Ale,American Pale Ale (APA),1.1728814831372119
4045,Cerveza Tipo Pilsen,German Pilsener,1.1730457320326386
32344,Hop Scotch,Scotch Ale / Wee Heavy,1.1731086597259925
29098,Peak Organic Pale Ale,American Pale Ale (APA),1.1731999673111135
48272,Dawn Of Spring,German Pilsener,1.173402258343605
16060,Lager,American Adjunct Lager,1.1735449856067206
16765,Porter,English Porter,1.1735449856067206
16579,Perfect Storm IPA,American IPA,1.1735449856067206
17666,Steelworker Stout,American Stout,1.1735449856067206
14640,Razberry,Fruit / Vegetable Beer,1.1736182649336595
20732,Budweiser Select,Light Lager,1.1737147373925438
65282,Hoppocratic Oath,American Double / Imperial IPA,1.1737526618573175
12093,Stella Artois Dry,Euro Pale Lager,1.173852072237565
4983,Munich Dunkel,Munich Dunkel Lager,1.1738963818500787
6682,Welsh Bitter Ale,English Bitter,1.1738963818500787
4980,Hophead Red,American Amber / Red Ale,1.1738963818500787
34723,Blond Omen,Belgian Pale Ale,1.1738963818500787
16636,Penn's Best Light,Light Lager,1.1738963818500787
33942,Dakota Kick,American Malt Liquor,1.1738963818500787
15027,Bare Bones Hunt Valley Light,Light Lager,1.1738963818500787
11358,Golden Anniversary Ice,American Adjunct Lager,1.1738963818500787
6336,Tesoro,American Adjunct Lager,1.1738963818500787
7775,Work Beer,American Adjunct Lager,1.1738963818500787
10405,Fan Lager,American Adjunct Lager,1.1738963818500787
21527,Johnny Cool's Cream Ale,Cream Ale,1.1738963818500787
12851,Private Men's Club Light,Light Lager,1.1738963818500787
16937,Luscious Lemon Lager,Fruit / Vegetable Beer,1.1738963818500787
22592,Big Wave Golden Ale,American Blonde Ale,1.1739149105679725
19153,Fifty Cat IPA,American IPA,1.1740304878697396
6537,Palma Louca Pale Pilsner,German Pilsener,1.1740599843617172
53803,Z Best Coffee Stout,American Stout,1.1740648386407537
53419,Lighthause,American Amber / Red Ale,1.1742012513421003
18924,Cola Y Pola,Low Alcohol Beer,1.174220375100578
68252,John T. Pilsner,Czech Pilsener,1.174240182082137
35968,Chautauqua Brew,American Amber / Red Ale,1.1742574289925947
23154,Saranac Kölsch,Kölsch,1.1742913122643728
1187,Dixie Crimson Voodoo Ale,American Amber / Red Ale,1.174316524378402
2845,Ranfurly Draught,Euro Pale Lager,1.1743232312573948
14238,Lucifer's Hammer,Belgian Pale Ale,1.1744452641291439
44273,Hanoi Beer Premium,Euro Pale Lager,1.1745320580971843
53380,Kaiser Kurbis,Pumpkin Ale,1.174562201051233
59239,Amstel Malt,Low Alcohol Beer,1.1746767156038245
57173,Geist Blonde,Belgian Pale Ale,1.1746820430666511
57169,Geist Dark,Belgian Dark Ale,1.1746820430666511
60443,Geist Whistling Wheat,Witbier,1.1746820430666511
9066,Grand Cru,Belgian Dark Ale,1.1747234355629697
72875,Pumpkin Ale,Pumpkin Ale,1.1747310524711225
3811,Third Coast Beer,American Blonde Ale,1.1747641468797554
45186,Richmond Lager,American Adjunct Lager,1.1747722898145752
44859,Pro-Am Porter,American Porter,1.1748186376637155
63861,Christmas Beeracle,Winter Warmer,1.174867924363594
33319,Export-Hefe-Weissbeir,Hefeweizen,1.174890913654025
51258,Lizzy's Lager,American Amber / Red Lager,1.1749124652729823
44036,White Water Lager,American Pale Lager,1.1749124652729823
48199,Bailout Ale,American Amber / Red Ale,1.1749124652729823
35218,Waterfall Wheat Hefe Weizen,American Pale Wheat Ale,1.1749124652729823
29906,Amber Waves,American Amber / Red Ale,1.1749124652729823
30317,Big Horn Red Ale,American Amber / Red Ale,1.1749124652729823
36257,Eagle Brew,American Amber / Red Ale,1.1749124652729823
42414,Longhorn Ale,American Amber / Red Ale,1.1749124652729823
76488,Don't Fret Porter,American Porter,1.1749124652729823
44035,Lake Paddler Pale Ale,American Pale Ale (APA),1.1749124652729823
71518,Crazy Snake,American Double / Imperial IPA,1.1749812188642577
9187,Rockpile Raspberry,Fruit / Vegetable Beer,1.1752077041781124
1673,Flying Horse Royal Lager,American Adjunct Lager,1.175263584765147
38209,American Wheat,American Pale Wheat Ale,1.1754100968311423
46985,Fat Weasel Pale Ale,American Pale Ale (APA),1.1754643347035267
6926,Mount Olympus Special Ale,American IPA,1.1754934828402541
57439,Monterey Bay Wheat,Kristalweizen,1.1755560082311607
45455,Brok Export,Euro Pale Lager,1.175626728418306
14791,Unfiltered Wheat,American Pale Wheat Ale,1.1756988457225834
32504,Metolius Damsel Blonde Ale,American Blonde Ale,1.175739943812275
9325,McKenzie Light Lager,Light Lager,1.1757408473385207
30028,Blue Point Golden Ale,American Pale Ale (APA),1.175802919331471
41435,Raspberry Wheat,American Pale Wheat Ale,1.1759406460137019
25396,Cooper's Cave Scottish Ale,Scottish Ale,1.1760368264778076
56666,Medieval Ale II,American Pale Wheat Ale,1.1760368264778076
28311,Winter Vintage,American Pale Lager,1.1760368264778076
42382,Scalehouse Bock Dark,Bock,1.1760368264778076
29805,German Alt,Altbier,1.1760368264778076
17145,New York Harbor Lite,Light Lager,1.1760368264778076
70599,Kokanee Light,Light Lager,1.176091990538382
76823,Aged Lambic,Lambic - Unblended,1.1761142987486428
3286,Half Moon Gold Ale,American Blonde Ale,1.1761789679604027
11810,Lowland Wheat Ale,American Pale Wheat Ale,1.1762370850679025
18821,Deep River Wheat,American Pale Wheat Ale,1.1762484982737174
29076,Irish Amber Ale,Irish Red Ale,1.1762484982737174
60475,Mi Mei Honey Plum Hefeweizen,Hefeweizen,1.1762484982737174
9032,Loose Caboose Porter,American Porter,1.1762484982737174
9276,Oktoberfest Märzen,Märzen / Oktoberfest,1.1762484982737174
45941,Pumpkinhead Ale,Pumpkin Ale,1.1762484982737174
15523,Wildberry Lager,Fruit / Vegetable Beer,1.1762484982737174
68265,Weizenbock,Weizenbock,1.1762484982737174
31060,Border Patrol Brown Ale,American Brown Ale,1.1762484982737174
62525,Silver Key Light,American Adjunct Lager,1.1764336325918696
65462,White Hills,Witbier,1.1764679733578713
43602,Peachy Sour Brown Ale,Fruit / Vegetable Beer,1.1766272024005724
29840,Washington Blonde,American Blonde Ale,1.1767257799320665
56588,Bock Beer,Bock,1.1767900871150907
21050,Pale Ale,English Pale Ale,1.1767932170020874
43097,Comet's Tail,American Amber / Red Ale,1.1769191445270022
59245,Red Nun Red Ale,American Amber / Red Ale,1.176941012396946
28420,Flemish Red Ale Grand Cru,Flanders Red Ale,1.1769462312907706
51836,R Lager,American Adjunct Lager,1.1769556196605777
59355,Dragonfire,English Bitter,1.1769730677329993
31019,Astika Lux Premium,Euro Pale Lager,1.1769764157229117
7699,Red River Ale,English Pale Ale,1.1770588140470613
38594,Edel Pils,German Pilsener,1.1770922864926598
37583,Pilsner,German Pilsener,1.1770922864926598
7723,Centennial Silver Foam,American Adjunct Lager,1.1770963037938247
41894,Hefeweizen,Hefeweizen,1.1771080930219708
11472,Dakota Light,Light Lager,1.177153512174185
38592,Poblano Porter,English Brown Ale,1.1771839117159073
22947,Paleo IPA,American IPA,1.1772797341949994
72181,Gordon Finest Copper,Belgian Strong Pale Ale,1.1772915413835283
69855,Herbakkersbier,Belgian Strong Pale Ale,1.1772915413835283
29547,Double Espresso Stout,American Double / Imperial Stout,1.177354115864553
1124,Flatpicker Bohemian Pilsner,Czech Pilsener,1.1773565087913425
41263,Mission Hefeweizen,Hefeweizen,1.1774040207973677
52681,Liberty Ale,English Strong Ale,1.1774053493766177
22688,Weetwood Best Cask Bitter,English Bitter,1.177499628799988
7203,Yellow Rose Pale Ale,American Pale Ale (APA),1.1775328374224678
35610,Lazy Summer Amercian Wheat,American Pale Wheat Ale,1.1776212318371309
65140,Nicola Okroshka,Kvass,1.1776951171950656
52080,Blonde Bombshell,American Blonde Ale,1.1776956731637886
1898,All Saints Belgian Golden Ale,Witbier,1.1777779472952508
73911,Mariestads Tradition,Euro Pale Lager,1.1778025791937419
77141,Wry Wit Rye Witte,Rye Beer,1.1778025791937419
75177,Sake So Hoppy,Japanese Rice Lager,1.1778025791937419
76417,Original Lager,Euro Pale Lager,1.1778025791937419
75887,Zlaty Brazant Svetle 10%,Euro Pale Lager,1.1778025791937419
71003,Summertime Kristalweizen,Kristalweizen,1.1778025791937419
71000,Augustus Amber Ale,American Amber / Red Ale,1.1778025791937419
24667,Toernichoise,Belgian Dark Ale,1.1778143063982254
46038,Power Tool Pilsner,American Pale Lager,1.1779130047222692
5807,Hefeweizen,Hefeweizen,1.1780581681148952
15147,Shark Bite Strong Ale,American Barleywine,1.1780581681148952
6650,Toganoxie Honey Wheat,American Pale Wheat Ale,1.1780581681148952
5479,Blind Boar Amber,American Amber / Red Ale,1.1780581681148952
6602,Hefeweizen,Hefeweizen,1.1780581681148952
6742,Oktoberfest,Märzen / Oktoberfest,1.1780581681148952
6539,McCoy's Oatmeal Stout,Oatmeal Stout,1.1780581681148952
6654,Boktoberfest,Maibock / Helles Bock,1.1780581681148952
5730,Working Man's Lager,Munich Dunkel Lager,1.1780581681148952
5808,River Market Red Ale,American Amber / Red Ale,1.1780581681148952
5593,UNF Bitters,English Bitter,1.1780581681148952
5805,Bomber Blonde Ale,American Blonde Ale,1.1780581681148952
9953,Bohemian Pilsner,Czech Pilsener,1.1780581681148952
9954,Sunset Amber Lager,American Amber / Red Lager,1.1780581681148952
9956,Bombay Beach IPA,English India Pale Ale (IPA),1.1780581681148952
2589,Termination Porter,American Porter,1.1780581681148952
5637,Red Rock Scottish Ale,Scottish Ale,1.1780581681148952
42677,Mentirosa Light,Light Lager,1.1780728894963215
51478,Romulan Ale,American Adjunct Lager,1.1780843793450269
5345,Schaefer Light,Light Lager,1.178142847194896
70780,Mighty Leprechaun,American Blonde Ale,1.1781594642741233
22126,Scottish Ale,Scottish Ale,1.1782449114958216
39973,Leffe De Noël,Belgian Dark Ale,1.1783179957368433
56037,Boynton's Pilsener,German Pilsener,1.1784439134750897
1666,Zywiec Beer,Euro Pale Lager,1.1784485885991285
68372,Balashi Chill,American Adjunct Lager,1.1785086697306997
31663,Kongens Bryg,Herbed / Spiced Beer,1.1785743844740797
12451,Warsteiner Premium Oktoberfest,Märzen / Oktoberfest,1.1785862001417131
17294,Paradise Pale Ale,American Pale Ale (APA),1.178619607475033
21287,Black Widow,American Brown Ale,1.178655681534627
44994,Trickster Witbier,Witbier,1.1786878631416347
22435,Grand Cru,Belgian Strong Pale Ale,1.1788603947742378
49394,Rattlesnake IPA,American IPA,1.1789135890269107
34150,Black Forest Woody's Light,Light Lager,1.1789404137839992
14989,Staüss & Braun Oatmeal Stout,Oatmeal Stout,1.1790384248517973
47372,Sarajevska Svijetlo Nefiltrinano,Keller Bier / Zwickel Bier,1.1791499165362822
36574,Discovery Fireweed Honey Ale,Extra Special / Strong Bitter (ESB),1.179458603247354
46046,Augusta Saison,Saison / Farmhouse Ale,1.1794767957959664
55942,Blue Ball Porter,American Porter,1.1795308768487047
25144,Dundee India Pale Ale,American IPA,1.1795629666018272
27397,Sleeman Cream Ale (64*),Cream Ale,1.1796284247556243
38519,Bloody Beer,Fruit / Vegetable Beer,1.1797641653126771
24833,McKenna's Irish Red,Irish Red Ale,1.1797876987292133
3438,Celts Golden Ale,American Blonde Ale,1.1798585955322491
29315,Chocolate Truffle Stout,American Stout,1.1798949594268227
73026,Bear Paw Honey Lager,American Adjunct Lager,1.18005239462625
2680,Iron City Beer,American Adjunct Lager,1.1800551209041314
66878,Smoked Porter,American Porter,1.1802588977658246
8267,Vapeur Vanille,Belgian Pale Ale,1.180352941731128
844,12 Horse Ale,American Blonde Ale,1.1804205046077287
32284,Jamaican Stout,Foreign / Export Stout,1.1804307087836643
8558,Crazy Golden Girl,American Adjunct Lager,1.1804456716866152
14664,Obolon Magnat,Euro Pale Lager,1.1804606574371896
58650,Öcher Bahkauv,Weizenbock,1.1804691012511832
15574,Jack Rabbit,Light Lager,1.1804804516995817
7439,Piast Classic,Euro Pale Lager,1.1805128971231682
60018,Frankenmuth Red Sky Ale,Irish Red Ale,1.1805261397647584
1633,I.C. Light,Light Lager,1.180546198452333
65853,Wasandis,German Pilsener,1.1805956488852252
64145,Dubbel,Dubbel,1.1805956488852252
13250,Lester River Hefeweizen,Hefeweizen,1.180655865649745
8592,Night Flight,American Malt Liquor,1.18070640056256
55235,Honey Lager,American Adjunct Lager,1.1807237878920889
59296,Wrigleyville White Ale,Witbier,1.1808105576161068
42532,Premium Pils,German Pilsener,1.1809441405118664
37789,Kokanee Glacier Frost,American Pale Lager,1.1809445298155172
2052,Alberta Genuine Draft,American Adjunct Lager,1.181026664116663
117,Maple Nut Brown Ale,American Brown Ale,1.1810401051238006
50429,Josephs Brau Summer Brew,Kölsch,1.1810709030579716
42789,Canon,Doppelbock,1.1811890745451636
18358,Catoctin Clear,Kölsch,1.1812638902818469
39046,Cross Eyed Rye,Roggenbier,1.181289584745138
5280,Tyskie Gronie,Euro Pale Lager,1.1814428559188153
1284,Carta Blanca,American Adjunct Lager,1.1814856602778705
39449,Distelhäuser Hefe-Weizen,Hefeweizen,1.1814856953782407
15768,Witte Wieven Witbier,Witbier,1.1814984158273572
19949,Royal Hobart Ale,English Pale Ale,1.1814984158273572
17397,Brøckhouse Blonde,Belgian Pale Ale,1.1814984158273572
15620,Brøckhouse Stout,Foreign / Export Stout,1.1814984158273572
25731,Caber Tossing Scottish Ale,Scottish Ale,1.181549052612752
30529,Dusky Pale Ale,English Pale Ale,1.1816241297436665
25043,Dirty Dan's Dark Delight,Old Ale,1.1816241297436665
47220,Peach Ale,Fruit / Vegetable Beer,1.181639907796718
4582,Wheat Ale,Witbier,1.1816595774852496
38377,Morimoto Soba Ale,Fruit / Vegetable Beer,1.1816772606021655
25693,Fox River Blu,Fruit / Vegetable Beer,1.1816859602878962
24861,Middle Villa Scotch Ale,Scottish Ale,1.1816859602878962
24862,Middle Villa Groundhog Lager,American Amber / Red Lager,1.1816859602878962
25728,Winnebago Wheat,Hefeweizen,1.1816859602878962
11035,Vanderbob's Wheat,Hefeweizen,1.1816859602878962
25673,Jamesport Doubleheader Lager,American Pale Lager,1.1816859602878962
25078,Calumet Ice,American Malt Liquor,1.1816859602878962
25079,Calumet Red,American Amber / Red Ale,1.1816859602878962
24907,Fox Light,Kölsch,1.1816859602878962
68671,Paternoster,Dubbel,1.1817455150062082
14456,Old Princeton Landing IPA,American IPA,1.181845475166669
20308,Up In Smoke Ale,California Common / Steam Beer,1.182038798593097
30924,Hydes Jekyll's Gold,American Blonde Ale,1.18207607439542
45000,Pénitente,Witbier,1.1820817384430522
1086,Kodiak Brown Ale,American Brown Ale,1.1821530493256398
6198,Yards Ruby Mild,English Dark Mild Ale,1.1822425425134921
74099,Black Lager,Schwarzbier,1.1822810312380814
71860,RyePA,Rye Beer,1.1822810312380814
12320,Leavenworth Whistling Pig Wheat Ale,Hefeweizen,1.1823364945670836
12528,Salt Spring Pale Ale,American Pale Ale (APA),1.182443829983985
6253,Percussion Porter,American Porter,1.1824484646992492
6247,Bebop Blonde Ale,American Blonde Ale,1.1824484646992492
6252,Sax-a-Pale Ale,American Pale Ale (APA),1.1824484646992492
18842,Lost Arrow Porter,American Porter,1.182509829087352
68184,Hoppy Bitch IPA,American IPA,1.182586042282129
52906,Hub City Pale Ale,American Pale Ale (APA),1.182668353121464
46712,Birra Del Sole,Euro Pale Lager,1.182673513574684
24940,Dunkelweiss,Dunkelweizen,1.1827518323215191
31482,Redd's Dry,Fruit / Vegetable Beer,1.1827725956633623
46296,Natural Blonde,Euro Pale Lager,1.1828559913042538
18820,Rocket's Red Ale,American Amber / Red Ale,1.1830036013750609
34145,Murph's Porter,American Porter,1.1831783628680248
37386,Geronimo IPA,American Double / Imperial IPA,1.1832245411864264
73430,Dempsey Challenge Courage Ale,American Pale Ale (APA),1.1832340800636427
49384,"Stop, Hop & Roll",American Double / Imperial IPA,1.1832340800636427
60855,Cask Conditioned Stout,Oatmeal Stout,1.1832340800636427
60854,Bachman Avenue Bock,Maibock / Helles Bock,1.1832340800636427
70716,Scotch Ale,Scottish Ale,1.1832340800636427
29186,Mr Chubb's Lunchtime Bitter,English Bitter,1.1833536504418232
76540,Wet Hop Lager,American Pale Lager,1.1835037416506473
71013,Libertas,American Blonde Ale,1.1835037416506473
3513,La Chouffe Royal,Belgian Strong Dark Ale,1.183516551805279
74041,Fiji Premium,American Adjunct Lager,1.1835180138504364
76547,Chinook'red,American IPA,1.1835491263587863
76366,Tis The Saison,Saison / Farmhouse Ale,1.1835732931481246
47664,Lager,Euro Pale Lager,1.1837432927638591
27062,Nut Brown Ale,American Brown Ale,1.1837533861757739
48584,Pole Axe,American Amber / Red Ale,1.1837533861757739
56331,Black Watch,Oatmeal Stout,1.1837533861757739
28528,Traffic Jam 40th Anniversary Pale Ale,American Pale Ale (APA),1.1837828295185875
22684,WAB Marzen,Märzen / Oktoberfest,1.1837828295185875
42204,Raspberry Ale,Fruit / Vegetable Beer,1.1838077965284148
15373,Oktoberfest Lager,Märzen / Oktoberfest,1.1839074956614715
34625,White Horse Bitter,English Bitter,1.1840933651213306
66234,Bed Head Red,American Amber / Red Ale,1.1841948819426158
52440,Cayucos Beach Ale,American Blonde Ale,1.184233782704553
29874,St. Stephen Saison,Saison / Farmhouse Ale,1.184264416709668
29875,Bean Vine Brown Ale,English Brown Ale,1.184264416709668
49595,Timber Wolf Nut Brown Ale,American Brown Ale,1.1843470004112053
50410,Palisades Pilsner,German Pilsener,1.184377532854223
7957,Mt. Wilson Wheat,Berliner Weissbier,1.1843781799842261
